,EQUITY,EQUITY,EQUITY,DEBT,DEBT,DEBT
Date,Gross Purchase,Gross Sales,Net Purchase/Sales,Gross Purchase,Gross Sales,Net Purchase/Sales
26-Dec-2007,1527.6,784.9,742.7,853.9,633.3,220.6
24-Dec-2007,1522.6,692.6,830,664.8,542.2,122.6
20-Dec-2007,1291.6,633.4,658.2,1117,989.3,127.7
19-Dec-2007,1055.6,932.1,123.5,1202.8,1141.2,61.6
18-Dec-2007,895.4,548.8,346.6,925.3,1119.2,-193.9
17-Dec-2007,670,869,-199,701.9,495.2,206.7
14-Dec-2007,734.1,953.1,-219,609.7,921.1,-311.4
13-Dec-2007,1010.7,1191.6,-180.9,673.6,675.2,-1.6
12-Dec-2007,1061.5,1024.4,37.1,929.3,940.7,-11.4
11-Dec-2007,1075,766.9,308.1,898.3,397.8,500.5
10-Dec-2007,720.8,1013,-292.2,459.5,592.7,-133.2
07-Dec-2007,901.4,828.9,71.1,620,898.5,-278.5
06-Dec-2007,1203.2,1105.6,97.6,660.1,699.5,-39.4
05-Dec-2007,1197.6,1495.1,-297.5,1220.5,609.7,610.8
04-Dec-2007,1040.5,1066.1,-25.6,504.3,613.8,-109.5
03-Dec-2007,1152.5,703.1,449.4,620.9,652.4,-31.5
Total,19723.2,16520.5,3201.3,16318.7,15225.1,1093.6
30-Nov-2011,1109.2,1416,-306.8,6073.7,8406.9,-2333.2
29-Nov-2011,524.3,482.8,41.5,6838.1,4291.5,2546.6
28-Nov-2011,666,407.9,258.1,4898.5,3302.1,1596.4
25-Nov-2011,608.7,386.4,222.3,6069.6,3065.3,3004.3
24-Nov-2011,732.9,581.1,151.8,3314,2516.6,797.4
23-Nov-2011,693.6,469.8,223.8,4166.1,1564.3,2601.8
22-Nov-2011,828.5,355.4,473.1,4350.1,3876,474.1
21-Nov-2011,605.8,392.9,212.9,3790.5,2940.5,850
18-Nov-2011,380.7,373.9,6.8,3222.7,2216.3,1006.4
17-Nov-2011,441.3,343.8,97.5,3374.8,2173,1201.8
16-Nov-2011,613.9,554.8,59.1,2243.9,1264.5,979.4
15-Nov-2011,353.2,388.3,-35.1,2263.2,2463.4,-200.2
14-Nov-2011,386.4,426.5,-40.1,3404.8,4389.5,-984.7
11-Nov-2011,371.5,611.5,-240,3166.8,2600.9,565.9
09-Nov-2011,391.5,568.1,-176.6,1931.1,4434.4,-2503.3
08-Nov-2011,239.9,286.5,-46.6,2587.2,3468.4,-881.2
04-Nov-2011,568.8,369.3,199.5,3857.1,4307.9,-450.8
03-Nov-2011,589,438.5,150.5,2090.8,2771.5,-680.7
02-Nov-2011,341.7,390.6,-48.9,2430.2,1316.4,1113.8
01-Nov-2011,342.5,735.6,-393.1,3221.6,2106.6,1115
Total,10789.4,9979.7,809.7,73294.8,63476,9818.8
29-Oct-2008,1137.5,517.5,620,581.1,1928.1,-1347
28-Oct-2008,22.1,1.2,20.9,0,0,0
27-Oct-2008,915.8,412.3,503.5,312.5,838.4,-525.9
24-Oct-2008,513.3,832,-318.7,641.1,1319.9,-678.8
23-Oct-2008,398,458.1,-60.1,235.1,1615.1,-1380
22-Oct-2008,440,422.5,17.5,653.4,5842.8,-5189.4
21-Oct-2008,970.3,368.1,602.2,43.5,333.9,-290.4
20-Oct-2008,553.3,346.9,206.4,386.7,2392.6,-2005.9
18-Oct-2008,324.8,369.8,-45,660.1,1045.6,-385.5
17-Oct-2008,575,462.3,112.7,538.8,3090.3,-2551.5
16-Oct-2008,927.7,496,431.7,1001.3,2517.2,-1515.9
15-Oct-2008,340.1,723,-382.9,686.6,2237.7,-1551.1
14-Oct-2008,539,802.1,-263.1,1367.6,4664.3,-3296.7
13-Oct-2008,986.8,466.4,520.4,1201.3,2819.8,-1618.5
10-Oct-2008,1097.1,781.9,315.2,1315.4,2457.2,-1141.8
08-Oct-2008,704.8,823.3,-118.5,1525.7,2556.9,-1031.2
07-Oct-2008,578.8,885.5,-306.7,1048.8,1644.3,-595.5
06-Oct-2008,528.1,759.2,-231.1,1079.5,1154.2,-74.7
03-Oct-2008,330.7,673.4,-342.7,1629.6,1161.5,468.1
01-Oct-2008,631.6,483.8,147.8,486.9,998.2,-511.3
Total,12514.8,11085.3,1429.5,15395,40618,-25223
29-Oct-2004,148.5,136.15,12.35,56.43,244.44,-188.01
28-Oct-2004,241.6,124.08,117.52,71.76,189,-117.24
27-Oct-2004,171.09,87.95,83.14,83.86,91.13,-7.27
26-Oct-2004,215.15,166.62,48.53,91.41,60.46,30.95
25-Oct-2004,165,148.77,16.23,63.51,110.64,-47.13
23-Oct-2004,N.A.,N.A.,N.A.,16.16,31.43,-15.27
21-Oct-2004,130.02,123.78,6.24,69.3,51.53,17.77
20-Oct-2004,110.85,153.5,-42.65,30.36,233.26,-202.9
19-Oct-2004,113.64,165.71,-52.07,137.22,158.85,-21.63
18-Oct-2004,128.98,157.34,-28.36,91.98,187.17,-95.19
16-Oct-2004,N.A.,N.A.,N.A.,5.42,5.42,0
15-Oct-2004,137.8,126.87,10.93,123.79,59.55,64.24
14-Oct-2004,146.55,235.39,-88.84,197.53,111.36,86.17
12-Oct-2004,149.33,287.08,-137.75,193.23,192.95,0.28
11-Oct-2004,61.88,137.86,-75.98,49.81,66.04,-16.23
09-Oct-2004,17.95,15.27,2.68,14.88,10.34,4.54
08-Oct-2004,146.17,204.36,-58.19,199.37,107.75,91.62
07-Oct-2004,117.24,285.18,-167.94,244.81,265.82,-21.01
06-Oct-2004,156.6,193.18,-36.58,134.34,199.1,-64.76
05-Oct-2004,129.53,235.51,-105.98,23.59,96.6,-73.01
04-Oct-2004,195.64,162.39,33.25,264.28,215.69,48.59
01-Oct-2004,177.84,136.25,41.59,183.25,130.61,52.64
Total,2861.36,3283.24,-421.88,2346.29,2819.14,-472.85
30-Nov-2009,917,542.1,374.9,1906.8,1562.6,344.2
27-Nov-2009,938.3,1299.8,-361.5,2141.4,2321.4,-180
26-Nov-2009,1015.4,1272.9,-257.5,2944.1,2663.9,280.2
25-Nov-2009,842,683.8,158.2,2146.6,1924.6,222
24-Nov-2009,599,877.5,-278.5,2562.9,1620.2,942.7
23-Nov-2009,722,509.1,212.9,1995.7,1557.9,437.8
20-Nov-2009,580.2,793.1,-212.9,3188,2461.4,726.6
19-Nov-2009,509.6,686.2,-176.6,3942.5,1344.6,2597.9
18-Nov-2009,584.3,885,-300.7,2451.3,2119.9,331.4
17-Nov-2009,458.6,767.1,-308.5,2645.6,2183.7,461.9
16-Nov-2009,502.9,552.1,-49.2,2087.9,1831.3,256.6
13-Nov-2009,623.4,524.9,98.5,3281.5,1347.5,1934
12-Nov-2009,795.5,1050.9,-255.4,3014.3,1638.9,1375.4
11-Nov-2009,875.4,725.8,149.6,2494.6,1852.5,642.1
10-Nov-2009,762.5,944.1,-181.6,2373.6,1725.5,648.1
09-Nov-2009,699,577.4,121.6,2771,1590.3,1180.7
06-Nov-2009,853.4,671.3,182.1,2765.1,1433.4,1331.7
05-Nov-2009,635.5,601.2,34.3,2289.1,1619.6,669.5
04-Nov-2009,958,571.7,386.3,2793.4,1854.8,938.6
03-Nov-2009,879.8,911.1,-31.3,3349.4,2293.5,1055.9
Total,14751.8,15447.1,-695.3,53144.8,36947.5,16197.3
28-Aug-2014,1972.1,861,1111.1,13673.1,7884.7,5788.4
27-Aug-2014,1180.6,481.1,699.5,10812.3,5652.2,5160.1
26-Aug-2014,857.1,662.9,194.2,6600.4,3743.9,2856.5
25-Aug-2014,876.5,437.8,438.7,10704.4,5753,4951.4
22-Aug-2014,939.6,653.4,286.2,13596.4,3362.3,10234.1
21-Aug-2014,1298.9,808.1,490.8,8159.3,3155.8,5003.5
20-Aug-2014,682.4,261.4,421,4191.1,2179.9,2011.2
19-Aug-2014,921.1,620.5,300.6,8633.8,4217.5,4416.3
18-Aug-2014,645.1,351.5,293.6,8.6,6.2,2.4
14-Aug-2014,677.3,376.7,300.6,5998.1,3029.9,2968.2
13-Aug-2014,891.1,828.1,63,8712.4,5290.7,3421.7
12-Aug-2014,744.5,643.2,101.3,4853.8,4079.3,774.5
11-Aug-2014,683.1,434.5,248.6,4910.7,3988.9,921.8
08-Aug-2014,760.7,694,66.7,9352.4,4068.1,5284.3
07-Aug-2014,795.2,520.3,274.9,9189.4,5402.1,3787.3
06-Aug-2014,740,611.7,128.3,7923.9,6212.3,1711.6
05-Aug-2014,941.9,433.3,508.6,5601.6,2989.2,2612.4
04-Aug-2014,785.7,557.7,228,7163.2,2978.8,4184.4
01-Aug-2014,1483.6,681.7,801.9,9702.8,3898.2,5804.6
Total,17876.5,10918.9,6957.6,149787.7,77893,71894.7
30-Dec-2016,2161.2,1219,942.2,5838.4,5816.3,22.1
29-Dec-2016,2425.5,1580.8,844.7,5759.4,4576.9,1182.5
28-Dec-2016,1541.4,696.3,845.1,3729.3,3529.4,199.9
27-Dec-2016,2023,599.7,1423.3,3540.1,3913.1,-373
26-Dec-2016,1401.8,605.2,796.6,6385.4,4525.5,1859.9
23-Dec-2016,2142.9,524.7,1618.2,9157.7,7694.8,1462.9
22-Dec-2016,1347.9,1011.5,336.4,4141.7,4055,86.7
21-Dec-2016,1731.1,646.2,1084.9,3996.6,4247.7,-251.1
20-Dec-2016,1426.4,883.9,542.5,5869,6512.9,-643.9
19-Dec-2016,1549.4,763.8,785.6,4458.5,3823.8,634.7
16-Dec-2016,1805.7,1515.8,289.9,4978.5,5076.9,-98.4
15-Dec-2016,1537.4,1599.1,-61.7,6008.7,5414.7,594
14-Dec-2016,1334.9,993.3,341.6,5034.4,5103.9,-69.5
13-Dec-2016,1065,1909.6,-844.6,7246.8,5527.8,1719
12-Dec-2016,672.8,894.4,-221.6,8.8,36.9,-28.1
09-Dec-2016,1124.8,787.5,337.3,3679.2,3657.2,22
08-Dec-2016,1058.3,976.3,82,3758.9,4933.4,-1174.5
07-Dec-2016,1208.4,1187.1,21.3,6083.8,4520.1,1563.7
06-Dec-2016,779.5,937.2,-157.7,6036.2,4353.7,1682.5
05-Dec-2016,961.7,862.9,98.8,6784.4,3034,3750.4
02-Dec-2016,1124.7,1371,-246.3,12315.8,6533.7,5782.1
01-Dec-2016,1412.3,1091.9,320.4,11674.5,6202.1,5472.4
Total,31836.1,22657.2,9178.9,126486.1,103089.8,23396.3
31-Dec-2008,610.3,247,363.3,982.4,583.6,398.8
30-Dec-2008,433.6,177.2,256.4,1238,1403,-165
29-Dec-2008,544.7,333.3,211.4,1620.6,1428.1,192.5
26-Dec-2008,304.2,509.8,-205.6,1469.7,544.9,924.8
24-Dec-2008,433.2,363.5,69.7,851.1,720.6,130.5
23-Dec-2008,344.6,440.7,-96.1,1506.1,678.2,827.9
22-Dec-2008,475.9,312.8,163.1,1466.6,631.8,848.8
19-Dec-2008,905,610.2,294.8,2858.1,1074.7,1783.4
18-Dec-2008,691.5,872.7,-181.2,1920.8,855.5,1065.3
17-Dec-2008,509.6,676.9,-167.3,1934.2,1087.6,846.6
16-Dec-2008,431.8,488.2,-56.4,3001.8,750.5,2251.3
15-Dec-2008,690.1,529.6,160.5,1554.7,1339.3,215.4
12-Dec-2008,514.2,389.8,124.4,600.4,677.3,-76.9
11-Dec-2008,517.6,600.3,-82.7,701.1,631.5,69.6
10-Dec-2008,698.2,531.3,166.9,616.6,958.3,-341.7
08-Dec-2008,500.3,774.1,-273.8,1187.7,424.5,763.2
05-Dec-2008,214.7,410,-195.3,1440.7,480.1,960.6
04-Dec-2008,451.6,367.2,84.4,1622.9,668.1,954.8
03-Dec-2008,443,337,106,1343.8,783,560.8
02-Dec-2008,145.7,472.5,-326.8,611.5,243.5,368
01-Dec-2008,350.4,425.4,-75,1358.5,272.8,1085.7
Total,10210.2,9869.5,340.7,29887.3,16236.9,13664.4
31-Dec-2010,594.3,567.4,26.9,4340.6,2549.7,1790.9
30-Dec-2010,605,771,-166,3513.5,1925.9,1587.6
29-Dec-2010,452.3,395.8,56.5,3590.7,1083.1,2507.6
28-Dec-2010,271.2,504.7,-233.5,3873.3,2280,1593.3
27-Dec-2010,285.2,363.6,-78.4,2713,1768.5,944.5
24-Dec-2010,333.6,458.5,-124.9,3643.1,917.4,2725.7
23-Dec-2010,409.8,487.2,-77.4,2880.6,1315.3,1565.3
22-Dec-2010,681.8,350.9,330.9,3145.3,1166.1,1979.2
21-Dec-2010,754.7,392.9,361.8,5685.3,1412.1,4273.2
20-Dec-2010,543.9,421.8,122.1,3585.6,1173.5,2412.1
16-Dec-2010,904.9,786.3,118.6,5025.3,1158,3867.3
15-Dec-2010,583.4,674.2,-90.8,4886.9,418.8,4468.1
14-Dec-2010,603.7,305.8,297.9,4402.3,1229,3173.3
13-Dec-2010,697.4,371.4,326,2554.9,1937.8,617.1
10-Dec-2010,1069.5,663.5,406,3806.6,729.5,3077.1
09-Dec-2010,924.8,775.2,149.6,4147.3,1068.7,3078.6
08-Dec-2010,722.6,756.2,-33.6,3847.2,1211.2,2636
07-Dec-2010,510.3,889.8,-379.5,2306.1,760.2,1545.9
06-Dec-2010,676.5,565.1,111.4,1815.3,529.6,1285.7
03-Dec-2010,501.9,771,-269.1,2430.9,994.7,1436.2
02-Dec-2010,786.9,493.5,293.4,2502.4,868.9,1633.5
01-Dec-2010,727.7,499,228.7,671.2,879.4,-208.2
Total,13641.4,12264.8,1376.6,75367.4,27377.4,47990
30-Sep-2004,112.96,171.2,-58.24,120.49,109.77,10.72
29-Sep-2004,228.75,275.61,-46.86,69.64,130.49,-60.85
28-Sep-2004,181.33,255.59,-74.26,172.36,238.49,-66.13
27-Sep-2004,106,112.49,-6.49,172.95,126.6,46.35
25-Sep-2004,N.A.,N.A.,N.A.,45.23,0,45.23
24-Sep-2004,150.2,139.95,10.25,211.29,130.36,80.93
23-Sep-2004,139.13,162.69,-23.56,200.42,139.71,60.71
22-Sep-2004,176.81,222.97,-46.16,258.46,147.62,110.84
21-Sep-2004,217.26,185.65,31.61,223.05,159.04,64.01
20-Sep-2004,136.68,207.63,-70.95,50.88,97.77,-46.89
17-Sep-2004,150.67,193.89,-43.22,260.69,55.73,204.96
16-Sep-2004,122.17,109.99,12.18,86.7,76.8,9.9
15-Sep-2004,151.47,249.51,-98.04,224.45,37.54,186.91
14-Sep-2004,212.8,207.37,5.43,51.57,185.68,-134.11
13-Sep-2004,199.58,199.69,-0.11,248.01,288.82,-40.81
11-Sep-2004,N.A.,N.A.,N.A.,100.93,49.57,51.36
10-Sep-2004,241.77,219.28,22.49,101.99,124.34,-22.35
09-Sep-2004,142.96,212.25,-69.29,207.74,254.31,-46.57
08-Sep-2004,159.42,81.61,77.81,224.05,173.83,50.22
07-Sep-2004,112.18,144.16,-31.98,217.53,222.98,-5.45
06-Sep-2004,134.19,115.29,18.9,363.97,190.7,173.27
04-Sep-2004,N.A.,N.A.,N.A.,37.03,57.37,-20.34
03-Sep-2004,143.7,75.47,68.23,327.59,108.85,218.74
02-Sep-2004,132.8,101.83,30.97,344.45,157.91,186.54
01-Sep-2004,177.59,111.92,65.67,299.33,147.31,152.02
Total,3530.42,3756.04,-225.62,4620.8,3411.59,1209.21
29-Aug-2008,870.6,472.2,398.4,1322.7,909.3,413.4
28-Aug-2008,658.4,717,-58.6,1314.3,638.3,676
27-Aug-2008,415.4,422.1,-6.7,1326.5,530.2,796.3
26-Aug-2008,450,362.9,87.1,1428.3,561.4,866.9
25-Aug-2008,273.3,259.9,13.4,1225.7,1089.4,136.3
23-Aug-2008,N.A.,N.A.,N.A.,22.5,0,22.5
22-Aug-2008,487.6,306.6,181,1853.4,791,1062.4
21-Aug-2008,282.2,379.7,-97.5,1201.2,894.5,306.7
20-Aug-2008,341.7,263.1,78.6,1107.8,1028.4,79.4
19-Aug-2008,369.5,462.4,-92.9,0,0,0
18-Aug-2008,343.7,396,-52.3,755.5,1129.2,-373.7
14-Aug-2008,252.7,668.4,-415.7,1067.2,582.2,485
13-Aug-2008,305.5,480.1,-174.6,938.2,967.9,-29.7
12-Aug-2008,616.8,883.3,-266.5,772.9,721,51.9
11-Aug-2008,850.8,396,454.8,1084.5,895.1,189.4
08-Aug-2008,444.7,576,-131.3,879.6,1136.5,-256.9
07-Aug-2008,463,485,-22,2379.2,1116.9,1262.3
06-Aug-2008,865.7,1249,-383.3,1114.6,1665.3,-550.7
05-Aug-2008,1016.3,819.5,196.8,835.9,328.8,507.1
04-Aug-2008,464.3,768.3,-304,1569.1,532.7,1036.4
01-Aug-2008,887.5,661.1,226.4,1187.7,404.8,782.9
Total,10659.7,11028.6,-368.9,23386.8,15922.9,7463.9
29-Feb-2000,312.28,213,99.28,0,0,0
28-Feb-2000,74.73,115.41,-40.68,0,0,0
25-Feb-2000,264.01,154.81,109.2,0,0,0
24-Feb-2000,126.37,200.36,-73.99,0,0,0
23-Feb-2000,206.19,210.3,-4.11,0,0,0
22-Feb-2000,257.64,173.48,84.16,0,0,0
21-Feb-2000,167.95,212.46,-44.51,0,0,0
18-Feb-2000,167.23,137.67,29.56,0,0,0
17-Feb-2000,134.78,178.41,-43.63,0,0,0
16-Feb-2000,175.54,328.64,-153.1,0,0,0
15-Feb-2000,219.38,172.03,47.35,0,0,0
14-Feb-2000,33.21,115.16,-81.95,0,0,0
11-Feb-2000,167.74,220.28,-52.54,0,0,0
10-Feb-2000,48.71,60.99,-12.28,0,0,0
09-Feb-2000,142.87,335.04,-192.17,0,0,0
08-Feb-2000,116.33,271.16,-154.83,0,0,0
07-Feb-2000,173.44,272.05,-98.61,0,0,0
04-Feb-2000,178.71,259.16,-80.45,0,0,0
Total,2967.11,3630.41,-663.3,0,0,0
30-Sep-2002,52.22,34.06,18.16,38.16,49.33,-11.17
28-Sep-2002,N.A.,N.A.,N.A.,42.85,11.68,31.17
27-Sep-2002,65.11,34.87,30.24,147.25,47.39,99.86
26-Sep-2002,34.62,29.78,4.84,0,6.39,-6.39
25-Sep-2002,31.75,44.13,-12.38,21.17,179.38,-158.21
24-Sep-2002,46.13,76.95,-30.82,184.72,170.25,14.47
23-Sep-2002,25.45,37.04,-11.59,307.91,182.79,125.12
21-Sep-2002,N.A.,N.A.,N.A.,49.54,52.71,-3.17
20-Sep-2002,61.97,32.87,29.1,84.45,134.98,-50.53
19-Sep-2002,29.39,30.68,-1.29,295.47,153.27,142.2
18-Sep-2002,38.95,47.14,-8.19,247.88,87.98,159.9
17-Sep-2002,25.9,58.75,-32.85,233.05,94.22,138.83
16-Sep-2002,15.32,17.58,-2.26,260.53,189.03,71.5
14-Sep-2002,N.A.,N.A.,N.A.,70.45,81.65,-11.2
13-Sep-2002,35.02,25.31,9.71,134.8,334.17,-199.37
12-Sep-2002,63.38,58.17,5.21,316.08,171.43,144.65
11-Sep-2002,70.25,80.43,-10.18,378.16,238.72,139.44
09-Sep-2002,62.53,47.03,15.5,98.32,83.68,14.64
07-Sep-2002,N.A.,N.A.,N.A.,25.7,20.89,4.81
06-Sep-2002,52.51,56.54,-4.03,309.38,95.87,213.51
05-Sep-2002,62.94,60.1,2.84,169.44,243.38,-73.94
04-Sep-2002,39.8,26.51,13.29,155.71,161.82,-6.11
03-Sep-2002,41.4,31.01,10.39,213.24,73.04,140.2
02-Sep-2002,104.87,102.42,2.45,168.1,98.88,69.22
Total,959.51,931.37,28.14,3952.36,2962.93,989.43
28-Jun-2013,747.4,915.7,-168.3,10903.3,10224.3,679
27-Jun-2013,636.1,463.9,172.2,9345.3,7063,2282.3
26-Jun-2013,471.3,376.6,94.7,4257.8,3732.3,525.5
25-Jun-2013,797.3,630.5,166.8,7723.2,6037.4,1685.8
24-Jun-2013,496.8,551.1,-54.3,6922.8,3258.3,3664.5
21-Jun-2013,557.7,384.1,173.6,6845.8,3994,2851.8
20-Jun-2013,480.8,653.3,-172.5,9183.3,7287.2,1896.1
19-Jun-2013,365.8,343.8,22,10323,5131.4,5191.6
18-Jun-2013,414.3,361.5,52.8,8705.3,4382.4,4322.9
17-Jun-2013,386.7,412.1,-25.4,8009.9,2723.8,5286.1
14-Jun-2013,348.8,282.5,66.3,7400.5,2829,4571.5
13-Jun-2013,591.5,553.7,37.8,3365.7,2274.7,1091
12-Jun-2013,534.9,513.3,21.6,2963.5,2558,405.5
11-Jun-2013,522.8,825.6,-302.8,8162.4,5694.9,2467.5
10-Jun-2013,233.9,389.4,-155.5,7160.2,5984.4,1175.8
07-Jun-2013,514.3,382.4,131.9,8407.5,4092.8,4314.7
06-Jun-2013,354.3,375,-20.7,7957.7,4651.7,3306
05-Jun-2013,411.1,491.5,-80.4,9269.6,3725.3,5544.3
04-Jun-2013,343.8,384.3,-40.5,9583,3189.7,6393.3
03-Jun-2013,372.7,560.8,-188.1,11048.1,4101,6947.1
Total,9582.3,9851.1,-268.8,157537.9,92935.6,64602.3
Total,0,0,0,0,0,0
31-Aug-2000,35.41,50.04,-14.63,0,0,0
30-Aug-2000,49.61,70.42,-20.81,0,0,0
29-Aug-2000,53.05,67.15,-14.1,0,0,0
28-Aug-2000,45.24,87.88,-42.64,0,0,0
25-Aug-2000,43.66,66.21,-22.55,0,0,0
24-Aug-2000,30.77,58.14,-27.37,0,0,0
23-Aug-2000,45.83,35.03,10.8,0,0,0
22-Aug-2000,38.99,91.72,-52.73,0,0,0
21-Aug-2000,69.66,67.18,2.48,0,0,0
18-Aug-2000,41.47,37.87,3.6,0,0,0
17-Aug-2000,73.72,72.02,1.7,0,0,0
16-Aug-2000,135.24,69.57,65.67,0,0,0
14-Aug-2000,78.18,46.1,32.08,0,0,0
11-Aug-2000,73.73,14,59.73,0,0,0
10-Aug-2000,42.82,82.75,-39.93,0,0,0
09-Aug-2000,44.86,20.17,24.69,0,0,0
08-Aug-2000,81.09,32.75,48.34,0,0,0
07-Aug-2000,44.36,46.53,-2.17,0,0,0
04-Aug-2000,62.6,61.27,1.33,0,0,0
03-Aug-2000,41.66,41.47,0.19,0,0,0
02-Aug-2000,38,64,-26,0,0,0
01-Aug-2000,81.47,49.5,31.97,0,0,0
Total,1251.42,1231.77,19.65,0,0,0
31-Dec-2009,869,1150.1,-281.1,3195.3,6286.1,-3090.8
30-Dec-2009,607.9,573,34.9,3210.9,4425.5,-1214.6
29-Dec-2009,657.3,456.4,200.9,3513.6,5043,-1529.4
24-Dec-2009,713.9,569.4,144.5,4387.9,5092.4,-704.5
23-Dec-2009,823.7,722.8,100.9,2740.8,1842.6,898.2
22-Dec-2009,718.8,501.7,217.1,2587.2,2627.6,-40.4
21-Dec-2009,415.1,589.1,-174,3321.3,2646.9,674.4
18-Dec-2009,578.1,630.1,-52,2714.4,2288.7,425.7
17-Dec-2009,707.4,734.6,-27.2,2287.6,3093.5,-805.9
16-Dec-2009,594.5,670.6,-76.1,2237.3,2819,-581.7
15-Dec-2009,554.1,908.1,-354,1622.5,902.6,719.9
14-Dec-2009,605.5,770.9,-165.4,1933.6,1840.2,93.4
11-Dec-2009,856.3,1012.5,-156.2,2913,1432.7,1480.3
10-Dec-2009,751.9,810.3,-58.4,2616.5,1379.3,1237.2
09-Dec-2009,516.9,977.2,-460.3,2338.6,1765.9,572.7
08-Dec-2009,728.9,956,-227.1,2520,1165.9,1354.1
07-Dec-2009,545.7,903.7,-358,2061.2,1652.1,409.1
04-Dec-2009,535.2,630.9,-95.7,2071.2,1404.7,666.5
03-Dec-2009,613.8,778.7,-164.9,1987.4,1169.2,818.2
02-Dec-2009,1013.6,982,31.6,2056.2,1628.6,427.6
01-Dec-2009,786.6,627.6,159,2026.8,1615.7,411.1
Total,14194.2,15955.7,-1761.5,54343.3,52122.2,2221.1
30-Apr-2005,N.A.,N.A.,N.A.,112.86,10.1,102.76
29-Apr-2005,209.92,168.4,41.52,672.9,181.21,491.69
28-Apr-2005,293.72,243.76,49.96,564.37,353.42,210.95
27-Apr-2005,291.02,159.05,131.97,486.19,387.71,98.48
26-Apr-2005,177.68,97.86,79.82,659.94,409.41,250.53
25-Apr-2005,171.37,116.99,54.38,541.44,293.77,247.67
23-Apr-2005,N.A.,N.A.,N.A.,21.57,1.02,20.55
22-Apr-2005,265.48,89.27,176.21,0.27,0.27,0
21-Apr-2005,305.54,142.74,162.8,244.51,92.29,152.22
20-Apr-2005,193.51,210.84,-17.33,812.41,139.81,672.6
19-Apr-2005,242.72,104.16,138.56,435.77,221.96,213.81
18-Apr-2005,344.74,119.62,225.12,0,0,0
16-Apr-2005,N.A.,N.A.,N.A.,30.12,20.54,9.58
15-Apr-2005,168.8,141.75,27.05,298.87,105.95,192.92
13-Apr-2005,170.43,120.51,49.92,549.67,262.19,287.48
12-Apr-2005,173.05,115.76,57.29,501.11,202.64,298.47
11-Apr-2005,98.92,101.39,-2.47,509.5,200.02,309.48
08-Apr-2005,179.71,114.29,65.42,449.2,152.02,297.18
07-Apr-2005,227.98,158.53,69.45,1200.18,428.4,771.78
06-Apr-2005,154.25,162.22,-7.97,415.15,328.24,86.91
05-Apr-2005,206.79,164.86,41.93,324.28,192.1,132.18
04-Apr-2005,220.36,203.57,16.79,373.03,255.67,117.36
02-Apr-2005,N.A.,N.A.,N.A.,115.3,125.9,-10.6
01-Apr-2005,251.96,147.47,104.49,249.56,168.78,80.78
Total,4347.95,2883.04,1464.91,9568.2,4533.42,5034.78
31-Oct-2005,487.06,210.56,276.5,557.72,415.08,142.64
28-Oct-2005,486.49,283.92,202.57,258.26,216.75,41.51
27-Oct-2005,707.25,483.43,223.82,265.01,121.01,144
26-Oct-2005,315.07,223.04,92.03,636.77,210.14,426.63
25-Oct-2005,514.97,229.43,285.54,261.8,173.32,88.48
24-Oct-2005,398.01,208.2,189.81,433.2,59,374.2
21-Oct-2005,625.04,348.3,276.74,542.6,613.33,-70.73
20-Oct-2005,320.57,294.86,25.71,320.63,163.53,157.1
19-Oct-2005,999.01,402.19,596.82,398.64,332,66.64
18-Oct-2005,515.2,202.48,312.72,489.14,273.39,215.75
17-Oct-2005,474.47,237.06,237.41,388.73,337.37,51.36
14-Oct-2005,346.11,426.83,-80.72,405.02,475.65,-70.63
13-Oct-2005,285.03,261.81,23.22,446.54,273.42,173.12
11-Oct-2005,527.49,349.83,177.66,331.4,295.24,36.16
10-Oct-2005,222.8,289.7,-66.9,480.32,86.82,393.5
07-Oct-2005,418.96,246.43,172.53,81.32,133.69,-52.37
06-Oct-2005,430.58,359.26,71.32,321.77,285.04,36.73
05-Oct-2005,292.05,441.5,-149.45,157.06,519.49,-362.43
04-Oct-2005,433.08,475.06,-41.98,371.84,268.85,102.99
03-Oct-2005,425.88,269.57,156.31,749.54,487.39,262.15
01-Oct-2005,N.A.,N.A.,N.A.,74.93,43.7,31.23
Total,9225.12,6243.46,2981.66,7972.24,5784.21,2188.03
30-Nov-2005,416.68,388.87,27.81,320.66,110.32,210.34
29-Nov-2005,361.36,394.5,-33.14,360.15,123.4,236.75
28-Nov-2005,672.27,495.69,176.58,357.58,30.08,327.5
26-Nov-2005,106.74,88.84,17.9,0,0,0
25-Nov-2005,386.1,320.88,65.22,205.83,168.4,37.43
24-Nov-2005,486.93,383.24,103.69,417.18,275.66,141.52
23-Nov-2005,308.74,308.31,0.43,212.43,94.9,117.53
22-Nov-2005,323.99,288.57,35.42,328.67,169.88,158.79
21-Nov-2005,309.74,406.41,-96.67,360.34,211.55,148.79
18-Nov-2005,348.83,231.83,117,187.8,275.5,-87.7
17-Nov-2005,358.25,243.95,114.3,427.82,165.6,262.22
16-Nov-2005,422.09,314.61,107.48,580.66,199.07,381.59
14-Nov-2005,372.12,302.51,69.61,540.64,370.56,170.08
11-Nov-2005,513.72,306.61,207.11,317.82,486.78,-168.96
10-Nov-2005,209.67,293,-83.33,263.28,229.65,33.63
09-Nov-2005,218.18,256.24,-38.06,226.74,179.89,46.85
08-Nov-2005,296.62,324.66,-28.04,280.26,298.26,-18
07-Nov-2005,294.48,356.09,-61.61,220.69,186.85,33.84
